,importance
cargo_model2,0.0278066037893
cargo_all_count,0.0268990725104
cargo_model1,0.0249625483362
vehicle_model_avg5,0.0241462754032
volume2,0.0235077386929
cargo_all_model,0.0227055810777
vehicle_model_avg0,0.0214115607978
volume5,0.0204176600933
vehicle_model_avg1,0.0200298185307
vehicle_all_model_avg,0.0198104591625
vehicle_model_avg2,0.0195012126032
vehicle_model4,0.0189888233981
cargo_count5,0.0188393023211
vehicle_model5,0.0179104150794
vehicle_model2,0.0178181842685
vehicle_model3,0.0172788747857
cargo_model3,0.0170689416992
cargo_model4,0.0165952790136
passenger_all_model_avg,0.0155354998014
volume0,0.0151705091093
volume_all,0.014185350267
cargo_model0,0.0141008479755
cargo_max_model,0.0137995350146
hour,0.0137570663146
vehicle_model_avg4,0.0135885773136
vehicle_model0,0.0134386089496
passenger_count4,0.0130004326986
vehicle_all_model,0.0121682944456
vehicle_model_avg3,0.0121446374608
cargo_all_model_avg,0.0119710698712
volume1,0.0119447288472
passenger_model_avg2,0.01191458933
passenger_model4,0.0115351608581
cargo_min_model,0.0115005243518
vehicle_model1,0.0114368479206
cargo_model5,0.010424168063
passenger_count3,0.010388988666
passenger_model5,0.0102600409784
volume3,0.0101926664973
cargo_count4,0.00978243941127
cargo_model_avg2,0.00957727665925
volume4,0.00952471509186
passenger_all_model,0.00929543628312
etc_count4,0.00920782589066
cargo_model_avg0,0.00920652491291
day,0.00919405410868
etc_all_count,0.00912714363077
passenger_count2,0.00903949207358
cargo_count1,0.00881010802351
passenger_model3,0.00869872736697
cargo_model_avg3,0.00845501744466
etc_count2,0.00801041534348
passenger_all_count,0.0079944255986
vehicle_max_model,0.00795676177676
no_count0,0.00787192818301
vehicle_min_model,0.00781815717454
passenger_count1,0.00779215606942
passenger_min_model,0.00746189318958
no_count1,0.00740249827635
passenger_model_avg0,0.00731074637957
cargo_model_avg5,0.00727022908195
etc_count3,0.00714552557589
cargo_model_avg1,0.00693259424704
cargo_model_avg4,0.00687795602414
volume_min,0.00683281290903
passenger_model_avg1,0.00681605288973
cargo_count2,0.00678633160882
passenger_count5,0.00677480097557
cargo_count3,0.00649806160535
etc_count5,0.00644664430071
passenger_model1,0.0064415047096
volume_max,0.0062533061215
etc_min_count,0.00599493220296
passenger_model0,0.00594636748619
passenger_count0,0.0057670695826
cargo_max_count,0.00568505231291
cargo_min_count,0.00536461900779
passenger_model_avg4,0.00521507929685
cargo_count0,0.00500986900567
no_count4,0.00492436016527
etc_count0,0.00469640515732
minute,0.00456645136596
passenger_min_count,0.00442551699326
week,0.00433468993664
passenger_max_count,0.00400102279696
passenger_model_avg3,0.00394026399268
passenger_max_model,0.00382437965913
passenger_model2,0.00371035717322
etc_max_count,0.00353405468673
etc_count1,0.00345721887656
no_max_count,0.00345617970269
no_count3,0.00290296224815
no_all_count,0.00266174885578
passenger_model_avg5,0.00246244609979
no_count2,0.00225813828082
no_count5,0.00190886398876
no_min_count,0.00106304468766
weekend,0.000118847202638
