,importance
vehicle_model_avg1,0.0262964603405
vehicle_model_avg2,0.0234387945849
vehicle_model_avg5,0.0229017586188
cargo_all_model,0.022698364221
vehicle_model_avg3,0.0217424976958
volume5,0.0215701152628
vehicle_all_model_avg,0.021486644707
vehicle_model_avg4,0.0209697167196
etc_all_count,0.0208049606233
volume4,0.0204792732136
vehicle_model_avg0,0.020371540155
cargo_model3,0.0203704996144
cargo_all_model_avg,0.019683097056
cargo_model0,0.0191396049534
cargo_all_count,0.0188555779808
cargo_model2,0.0178272240263
vehicle_model3,0.0173535318079
cargo_model5,0.0163306809984
volume3,0.0151968113315
vehicle_model5,0.0149781959949
cargo_model_avg0,0.014961562328
cargo_model1,0.014688364675
volume1,0.0141824524808
vehicle_model4,0.0139809822153
passenger_all_model_avg,0.0135478350668
passenger_model5,0.0134304696209
cargo_model_avg4,0.0128942951757
volume_all,0.0128923605574
volume2,0.0127515428676
vehicle_model1,0.0124459247196
cargo_model4,0.0124188763467
cargo_max_model,0.0122533719605
volume0,0.0120057073435
cargo_count1,0.0111934929023
cargo_count5,0.0110818223847
passenger_model_avg3,0.0110486076704
cargo_min_count,0.0109640470893
passenger_model2,0.0108788592853
cargo_count2,0.0106055834236
cargo_count3,0.0100213835768
hour,0.00988705010364
cargo_model_avg3,0.0096802795293
vehicle_model0,0.0095928590756
passenger_all_model,0.00948690711899
cargo_model_avg5,0.00937785334091
no_count1,0.00909488068813
vehicle_all_model,0.00904918279547
passenger_count5,0.00887936479076
vehicle_model2,0.00885383263741
cargo_min_model,0.00879030202581
cargo_max_count,0.00871068783205
vehicle_max_model,0.0086688136949
passenger_all_count,0.00852609838955
passenger_count2,0.00827889215154
passenger_model0,0.00827496136146
etc_count0,0.00786014621914
passenger_model4,0.0077831057891
cargo_count4,0.00773710551645
day,0.00746869439411
passenger_model1,0.00701837258079
passenger_count3,0.00669534683826
passenger_max_count,0.00660279346896
passenger_min_model,0.00648732250534
passenger_model3,0.00641282180605
cargo_model_avg2,0.00619554486118
no_count2,0.00616036290893
no_count0,0.00604668008718
passenger_max_model,0.00593845267041
passenger_count0,0.00577916331906
cargo_model_avg1,0.00577739886709
passenger_model_avg4,0.00571625530802
volume_min,0.00569512901936
passenger_count1,0.00562044732628
cargo_count0,0.00556943864381
minute,0.00536723363264
passenger_model_avg0,0.0053597388931
etc_count2,0.00533181605256
etc_count4,0.0052152227637
etc_count1,0.00516979781207
passenger_model_avg5,0.0051551636901
volume_max,0.00507888150026
vehicle_min_model,0.00500628004524
no_all_count,0.00493642457226
no_count4,0.00486957572834
etc_count5,0.00402497093878
passenger_count4,0.00400868085561
no_count3,0.00381076691043
etc_count3,0.0036031183413
no_count5,0.00359378681535
week,0.00358516176915
passenger_min_count,0.00342199255708
passenger_model_avg1,0.00319054682383
passenger_model_avg2,0.00309762256338
etc_max_count,0.00255639350568
etc_min_count,0.00214366347319
no_max_count,0.00163984303552
no_min_count,0.00128010443722
weekend,9.37740221818e-05
