,importance
etc_all_count,0.0265594987533
vehicle_all_model,0.0236440862472
passenger_all_count,0.0207728401425
passenger_all_model,0.0199186830688
etc_count2,0.0197349482363
vehicle_model2,0.0196860166028
passenger_count3,0.0184511371856
etc_count3,0.0183148404703
vehicle_model3,0.0175966986027
etc_count1,0.0172469934458
passenger_model2,0.0165294104138
vehicle_min_model,0.0161526888539
volume0,0.0152662210789
vehicle_model1,0.0151577927362
passenger_model_avg5,0.0150630930415
passenger_model_avg4,0.0146858942559
passenger_all_model_avg,0.014482224889
volume_min,0.0144609109727
vehicle_model_avg1,0.0142258277745
cargo_model3,0.014178461379
etc_count0,0.0140627009517
volume1,0.0137482799473
passenger_model_avg1,0.0135962241189
passenger_model1,0.0133557924222
vehicle_model_avg5,0.0130578177983
volume_all,0.013029617474
vehicle_model0,0.0130016442784
passenger_model_avg2,0.0127050959764
cargo_all_model,0.0125196099747
cargo_all_model_avg,0.0122261398079
vehicle_model4,0.0121669132728
passenger_count0,0.0118980144124
day,0.0118456249588
vehicle_max_model,0.0117690862394
cargo_model_avg1,0.011731429854
passenger_model_avg3,0.0115789942802
vehicle_model_avg4,0.0115748413226
volume3,0.0115346589858
vehicle_model_avg3,0.0115177791432
passenger_count1,0.0115006269861
cargo_model2,0.0114683436351
cargo_model_avg3,0.0113969247494
cargo_model_avg2,0.0112426150698
vehicle_all_model_avg,0.0111551083176
cargo_all_count,0.0111288007788
cargo_model_avg4,0.0110984443606
etc_count4,0.0110438948177
cargo_model4,0.010975974227
vehicle_model_avg0,0.0109668582218
passenger_model0,0.0109100783037
cargo_model_avg0,0.0108081533652
vehicle_model_avg2,0.0107965114101
cargo_model0,0.0107521797657
passenger_min_count,0.0106592590585
etc_max_count,0.0105826201841
cargo_model_avg5,0.0102454624115
passenger_model_avg0,0.010098100639
passenger_model5,0.010086812991
hour,0.00994815576447
passenger_model4,0.00980922006129
cargo_max_model,0.00940034163475
vehicle_model5,0.00939143976451
passenger_model3,0.0093370811631
cargo_model1,0.00893839306246
volume5,0.00883070079734
passenger_count2,0.00880060495115
passenger_count4,0.00866251494275
passenger_min_model,0.00819031811432
cargo_model5,0.0078974143142
cargo_count2,0.00783983400577
volume2,0.00755942518786
etc_count5,0.00744869547144
passenger_count5,0.00663254203239
passenger_max_count,0.00649520822133
etc_min_count,0.00627976776097
volume4,0.00593330427566
volume_max,0.00582267705884
cargo_count5,0.00581703719077
cargo_max_count,0.00553735515967
cargo_min_model,0.00551620779374
cargo_count4,0.00520649253647
cargo_count0,0.00493310465093
passenger_max_model,0.00472697641749
cargo_count1,0.00467132935166
week,0.00436194540998
minute,0.003677798576
cargo_count3,0.00358905555656
cargo_min_count,0.00215119682719
weekend,0.000628559282589
no_min_count,0.0
no_max_count,0.0
no_all_count,0.0
no_count5,0.0
no_count4,0.0
no_count3,0.0
no_count2,0.0
no_count1,0.0
no_count0,0.0
