,cargo_count0,cargo_count1,cargo_count2,cargo_count3,cargo_count4,cargo_count5,cargo_model0,cargo_model1,cargo_model2,cargo_model3,cargo_model4,cargo_model5,cargo_model_avg0,cargo_model_avg1,cargo_model_avg2,cargo_model_avg3,cargo_model_avg4,cargo_model_avg5,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,no_count0,no_count1,no_count2,no_count3,no_count4,no_count5,passenger_count0,passenger_count1,passenger_count2,passenger_count3,passenger_count4,passenger_count5,passenger_model0,passenger_model1,passenger_model2,passenger_model3,passenger_model4,passenger_model5,passenger_model_avg0,passenger_model_avg1,passenger_model_avg2,passenger_model_avg3,passenger_model_avg4,passenger_model_avg5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,vehicle_model_avg0,vehicle_model_avg1,vehicle_model_avg2,vehicle_model_avg3,vehicle_model_avg4,vehicle_model_avg5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,vehicle_max_model,vehicle_min_model,cargo_all_model,cargo_max_model,cargo_min_model,passenger_all_model,passenger_max_model,passenger_min_model,no_all_count,no_max_count,no_min_count,cargo_all_count,cargo_max_count,cargo_min_count,passenger_all_count,passenger_max_count,passenger_min_count,volume_all,volume_max,volume_min,etc_all_count,etc_max_count,etc_min_count,vehicle_all_model_avg,cargo_all_model_avg,passenger_all_model_avg,day,hour,minute,week,weekend
2016-09-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,1.0,1.0,2.0,0.0,17.0,16.0,16.0,17.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,39.0,19.0,20.0,21.0,27.0,22.0,2.29411764706,1.1875,1.25,1.23529411765,1.58823529412,2.0,17.0,16.0,16.0,17.0,17.0,11.0,14.0,148.0,39.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,17.0,11.0,5.0,2.0,0.0,1.57446808511,,,19,2,20,0,0
2016-09-19 00:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,1.0,2.0,0.0,0.0,16.0,16.0,17.0,17.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,19.0,20.0,21.0,27.0,22.0,12.0,1.1875,1.25,1.23529411765,1.58823529412,2.0,1.09090909091,16.0,16.0,17.0,17.0,11.0,11.0,18.0,121.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,17.0,11.0,5.0,2.0,0.0,1.375,,,19,2,40,0,0
2016-09-19 00:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,2.0,0.0,0.0,0.0,16.0,17.0,17.0,11.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,20.0,21.0,27.0,22.0,12.0,19.0,1.25,1.23529411765,1.58823529412,2.0,1.09090909091,1.35714285714,16.0,17.0,17.0,11.0,11.0,14.0,10.0,121.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,17.0,11.0,4.0,2.0,0.0,1.40697674419,,,19,3,0,0,0
2016-09-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,2.0,0.0,0.0,0.0,2.0,17.0,17.0,11.0,11.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,21.0,27.0,22.0,12.0,19.0,22.0,1.23529411765,1.58823529412,2.0,1.09090909091,1.35714285714,1.22222222222,17.0,17.0,11.0,11.0,14.0,18.0,10.0,123.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,18.0,11.0,5.0,2.0,0.0,1.39772727273,,,19,3,20,0,0
2016-09-19 01:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,17.0,11.0,11.0,14.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27.0,22.0,12.0,19.0,22.0,13.0,1.58823529412,2.0,1.09090909091,1.35714285714,1.22222222222,1.3,17.0,11.0,11.0,14.0,18.0,10.0,9.0,115.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,18.0,10.0,4.0,2.0,0.0,1.41975308642,,,19,3,40,0,0
2016-09-19 01:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,11.0,11.0,14.0,18.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,22.0,12.0,19.0,22.0,13.0,11.0,2.0,1.09090909091,1.35714285714,1.22222222222,1.3,1.1,11.0,11.0,14.0,18.0,10.0,10.0,11.0,99.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,18.0,10.0,2.0,2.0,0.0,1.33783783784,,,19,4,0,0,0
2016-09-19 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,11.0,14.0,18.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,12.0,19.0,22.0,13.0,11.0,13.0,1.09090909091,1.35714285714,1.22222222222,1.3,1.1,1.44444444444,11.0,14.0,18.0,10.0,10.0,9.0,8.0,90.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,18.0,9.0,2.0,2.0,0.0,1.25,,,19,4,20,0,0
2016-09-19 02:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,2.0,0.0,0.0,0.0,1.0,14.0,18.0,10.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,19.0,22.0,13.0,11.0,13.0,15.0,1.35714285714,1.22222222222,1.3,1.1,1.44444444444,1.36363636364,14.0,18.0,10.0,10.0,9.0,11.0,10.0,93.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,18.0,9.0,3.0,2.0,0.0,1.29166666667,,,19,4,40,0,0
2016-09-19 02:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2.0,0.0,0.0,0.0,1.0,0.0,18.0,10.0,10.0,9.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,22.0,13.0,11.0,13.0,15.0,13.0,1.22222222222,1.3,1.1,1.44444444444,1.36363636364,1.625,18.0,10.0,10.0,9.0,11.0,8.0,9.0,87.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,18.0,8.0,3.0,2.0,0.0,1.31818181818,,,19,5,0,0,0
2016-09-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,9.0,11.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,13.0,11.0,13.0,15.0,13.0,14.0,1.3,1.1,1.44444444444,1.36363636364,1.625,1.4,10.0,10.0,9.0,11.0,8.0,10.0,14.0,79.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,8.0,2.0,1.0,0.0,1.36206896552,,,19,5,20,0,0
