,importance
cargo_all_model_avg,0.0239824934233
vehicle_all_model_avg,0.0220031895107
etc_count3,0.0214727120701
vehicle_model_avg4,0.0190455482609
vehicle_min_model,0.0188185002554
vehicle_model_avg2,0.0187979349446
etc_all_count,0.0187645136065
etc_count4,0.0178793002651
vehicle_all_model,0.0176417570861
passenger_model_avg5,0.0172029193338
vehicle_model_avg5,0.0170772798411
vehicle_model_avg0,0.0169489938327
vehicle_model_avg3,0.0160567836102
vehicle_model2,0.0159565134655
passenger_all_model,0.0156900179002
passenger_all_count,0.0154120112189
vehicle_model4,0.0152827616718
passenger_model4,0.0150612225556
passenger_model_avg3,0.0150308525671
vehicle_model_avg1,0.0149409119623
etc_count5,0.0148391089667
passenger_model_avg2,0.0144977009376
cargo_model_avg4,0.0141746584079
cargo_model_avg0,0.0138441916523
cargo_model_avg2,0.0136787471976
passenger_model_avg4,0.0136444938883
passenger_all_model_avg,0.0136005116627
cargo_model_avg5,0.0134208095093
volume5,0.0134204123286
volume_min,0.0132110756613
vehicle_model5,0.0131765800129
cargo_model_avg1,0.0131759254772
vehicle_model1,0.0131137876623
volume_all,0.0129235280587
vehicle_model3,0.0125525611388
passenger_count2,0.0124729409543
passenger_model_avg1,0.0118435136736
cargo_model_avg3,0.0114949763265
volume4,0.0114487331618
etc_count2,0.0112674421052
cargo_model4,0.0111993448535
passenger_count5,0.0111506768565
hour,0.0110765913246
cargo_model2,0.0110280487572
passenger_model_avg0,0.0109524641048
vehicle_model0,0.0108810782874
volume0,0.0105282680371
cargo_model3,0.010114395739
cargo_model5,0.0100955242146
passenger_model3,0.0100952040276
passenger_model0,0.0100136363785
passenger_count3,0.00991174366384
volume3,0.00986568755097
passenger_min_count,0.00983812685103
cargo_count2,0.00979012793736
cargo_model0,0.00958589593403
passenger_min_model,0.00939328687159
passenger_count0,0.00934339381819
cargo_model1,0.00928429049071
volume2,0.00924368172801
passenger_count4,0.00914157594805
passenger_count1,0.00900181165022
etc_count1,0.00867840223125
cargo_max_model,0.00853545320718
passenger_model5,0.00848151406529
etc_count0,0.00841570300159
passenger_model2,0.00830066223295
cargo_count4,0.00800480992583
cargo_count3,0.00775542963732
day,0.00765515703892
etc_min_count,0.00727085015771
cargo_all_model,0.00726943859045
passenger_model1,0.0071675343528
etc_max_count,0.00674226943463
vehicle_max_model,0.00661627308169
passenger_max_model,0.00639168304533
cargo_count5,0.00621759468287
volume1,0.0060056782872
cargo_count1,0.00521214802413
passenger_max_count,0.00518672280122
cargo_min_model,0.00512443282753
cargo_all_count,0.00489605237546
week,0.00479240270796
cargo_count0,0.00448743408905
volume_max,0.00427593297325
cargo_max_count,0.00402670960562
cargo_min_count,0.00301288407421
minute,0.00280304336918
weekend,0.000271012988853
no_min_count,0.0
no_max_count,0.0
no_all_count,0.0
no_count5,0.0
no_count4,0.0
no_count3,0.0
no_count2,0.0
no_count1,0.0
no_count0,0.0
