,importance
vehicle_model_avg0,0.0276006930563
passenger_all_model_avg,0.0265178387278
vehicle_model_avg2,0.0253823625843
vehicle_model_avg1,0.0238295804139
vehicle_model_avg3,0.0231336309949
etc_count2,0.0227389477131
vehicle_model_avg4,0.0220266547373
vehicle_all_model_avg,0.0207017651071
etc_count4,0.0205325389937
vehicle_model5,0.0203957278528
vehicle_model2,0.019383727128
etc_min_count,0.0190209380215
vehicle_model_avg5,0.0179860439403
etc_count1,0.0179387364341
vehicle_model4,0.0172540990592
etc_count5,0.0171324035422
vehicle_model1,0.0170623432862
cargo_model2,0.0168548349841
etc_all_count,0.0159901939081
passenger_all_model,0.0149140314878
volume3,0.0144272524718
cargo_all_model,0.0141638358057
passenger_count3,0.0136782099252
passenger_model2,0.013382069594
etc_max_count,0.0133518986066
vehicle_model0,0.0132933254507
passenger_model_avg5,0.0132709270437
etc_count3,0.0129297120834
vehicle_model3,0.012731270171
volume1,0.0124079615093
cargo_all_model_avg,0.0124007148284
day,0.0122933909747
cargo_count2,0.0121406842559
passenger_count4,0.0119837395432
cargo_all_count,0.0119251595955
volume5,0.0115667807021
passenger_model4,0.0114602648766
passenger_model3,0.0111120681668
vehicle_all_model,0.0109200627115
volume2,0.0108327101439
cargo_model3,0.0106161403872
passenger_count5,0.0105412100378
vehicle_max_model,0.0104599330653
etc_count0,0.0102605645103
passenger_model_avg1,0.0101892092194
cargo_model5,0.00954233624262
passenger_model1,0.00946411176545
volume0,0.0094426607501
passenger_min_model,0.0093150588834
cargo_max_count,0.00886954007044
passenger_count2,0.0085204439173
cargo_model1,0.00846936494149
passenger_min_count,0.00844766832639
hour,0.00807770214089
volume_all,0.00802823520597
passenger_max_model,0.00798497455247
passenger_all_count,0.00792890602687
cargo_model0,0.0079286348593
passenger_model_avg2,0.00775762221497
volume4,0.00770067894813
cargo_model_avg5,0.00767106801307
volume_max,0.0076293459522
vehicle_min_model,0.00761166017831
passenger_model5,0.00753213793183
passenger_count0,0.00750200304238
passenger_max_count,0.00725500106162
volume_min,0.00679791189774
cargo_max_model,0.00648442644524
cargo_count4,0.00638619238954
cargo_count0,0.00636940183157
passenger_model_avg0,0.00617875286998
passenger_count1,0.0061106970436
cargo_model4,0.00601832215663
cargo_model_avg2,0.00569797515029
week,0.00565519661596
cargo_min_model,0.00547450475891
cargo_count1,0.00529359929607
passenger_model0,0.00490435006955
passenger_model_avg3,0.00480413589445
cargo_model_avg4,0.0042860425429
cargo_model_avg3,0.00423397970838
cargo_count3,0.00421998316758
cargo_model_avg0,0.003973935503
cargo_count5,0.00384631714113
cargo_min_count,0.00379737862163
cargo_model_avg1,0.00374089605192
minute,0.00351590293852
passenger_model_avg4,0.00344828907869
no_count4,0.00222016233981
no_count2,0.0018492095524
no_count1,0.00103176970474
no_count3,0.00101824464843
no_all_count,0.000496075411525
no_count5,0.000341484077024
no_count0,0.000198973992319
no_max_count,0.000150587182312
weekend,3.99592404956e-05
no_min_count,0.0
