,importance
etc_count2,0.0319791901313
etc_count3,0.0314861928062
passenger_model2,0.0246336154031
vehicle_model5,0.0228941652802
vehicle_all_model_avg,0.0216941970716
vehicle_model_avg1,0.0213509382583
etc_count1,0.0211207355717
vehicle_model_avg4,0.020919190387
vehicle_all_model,0.0201478354086
vehicle_model_avg0,0.0201390070627
etc_max_count,0.0201349965673
vehicle_model4,0.0184721368173
etc_all_count,0.0183249661138
etc_count0,0.0180019171822
etc_min_count,0.017943941179
passenger_model0,0.0178246708211
volume_min,0.0172971522287
vehicle_model_avg3,0.0172127018789
etc_count5,0.0171892959512
volume4,0.0171079553165
etc_count4,0.0170915769471
vehicle_model_avg2,0.0156309371651
vehicle_model2,0.0151841774045
cargo_all_model_avg,0.0150168591071
vehicle_model_avg5,0.0146515394148
vehicle_model3,0.0143071690785
cargo_model4,0.0141842754388
passenger_all_model,0.0138095229548
vehicle_max_model,0.0137899324079
passenger_count1,0.0137331175191
volume1,0.0131769593468
vehicle_min_model,0.0131075805351
vehicle_model0,0.012696461111
passenger_all_model_avg,0.0122055747914
volume2,0.0121540947454
cargo_count2,0.0117819427033
passenger_min_model,0.0113769823632
passenger_count4,0.0112605352658
cargo_model1,0.0112136970528
cargo_model0,0.0107550042244
passenger_count3,0.0106581581987
passenger_model1,0.0104879616411
passenger_model3,0.00996554700976
passenger_model4,0.00986653977097
passenger_count5,0.00986015075919
day,0.00971530937181
vehicle_model1,0.00926624716725
hour,0.00921151678772
passenger_count2,0.00861555199835
cargo_model_avg3,0.00854497680241
passenger_min_count,0.00825132950033
volume_all,0.00822530718298
cargo_count4,0.00813605583457
volume0,0.0080630804427
volume3,0.00782605617217
cargo_model5,0.00779263814335
cargo_all_model,0.0074425835231
passenger_model_avg3,0.00742366664543
volume_max,0.00734235028158
volume5,0.00733818712032
passenger_model_avg0,0.00704144090256
passenger_model5,0.0067990357824
cargo_count0,0.00670463245392
cargo_all_count,0.00651432581817
cargo_count1,0.00646873598248
cargo_model_avg1,0.00630374559468
cargo_min_model,0.0061155062761
cargo_model_avg4,0.00609210336723
cargo_model2,0.00589557721977
cargo_count5,0.00560506565199
no_count2,0.00536152548385
passenger_count0,0.00514303720656
passenger_all_count,0.00494155593052
cargo_model_avg5,0.00489821398237
passenger_max_model,0.00482373633986
week,0.00475005556174
cargo_max_model,0.00461815208079
cargo_model3,0.00449433272318
cargo_max_count,0.00447034645025
passenger_model_avg5,0.00430486534044
passenger_max_count,0.0040911145397
cargo_count3,0.0035768720914
cargo_model_avg0,0.00339219742862
cargo_model_avg2,0.0031530281342
passenger_model_avg2,0.0030542406936
minute,0.00254185579099
passenger_model_avg4,0.00253430432604
passenger_model_avg1,0.00242623098289
cargo_min_count,0.00195243874433
no_count1,0.00175924225806
no_count4,0.00126062661234
no_count5,0.00114113054007
no_count0,0.000304851020602
no_all_count,0.00025255652867
no_max_count,9.46362575584e-05
weekend,4.68225327979e-05
no_count3,3.59060020482e-05
no_min_count,0.0
