,importance
etc_count1,0.035910277303
etc_count0,0.030945082591
etc_all_count,0.0306048607593
vehicle_model5,0.0305063101576
etc_count3,0.026677521022
vehicle_model4,0.021941947487
etc_count2,0.0209672965966
vehicle_model3,0.0206554077126
vehicle_model_avg0,0.0195744123393
vehicle_model2,0.0191732532595
vehicle_all_model_avg,0.0188893563003
vehicle_max_model,0.0185360751249
vehicle_model_avg1,0.0183292100502
passenger_count2,0.0176277243698
passenger_model2,0.017535713062
volume_all,0.0168170958205
vehicle_model_avg2,0.0167097693462
vehicle_all_model,0.0161388610851
volume3,0.0161376292641
passenger_count1,0.0151184373077
cargo_all_model_avg,0.0150116245743
passenger_model3,0.0144409142902
vehicle_model_avg5,0.0135318887348
passenger_model4,0.0134883865449
vehicle_model_avg4,0.0133614947843
passenger_count3,0.0132066612071
vehicle_model_avg3,0.0129744482044
volume2,0.0125848525654
volume0,0.0125121638782
etc_count4,0.0121720914447
passenger_all_model,0.0121157543764
passenger_count4,0.0120745948761
etc_min_count,0.0119672199877
cargo_count1,0.0117750000155
passenger_count0,0.0115562416363
cargo_model3,0.011539236259
volume_min,0.011523781033
vehicle_model1,0.0113452880918
passenger_min_model,0.0112071334967
passenger_all_model_avg,0.0111940111783
passenger_all_count,0.0111245231596
vehicle_min_model,0.010848455961
cargo_model0,0.0108353809292
passenger_model1,0.0105814420922
volume5,0.0105224855052
volume4,0.0101433432427
etc_count5,0.00963093951834
etc_max_count,0.00959329203194
passenger_model5,0.00958393651014
cargo_model4,0.00952602052522
volume1,0.00928514604716
passenger_model0,0.00892636273316
passenger_model_avg2,0.00888504431205
vehicle_model0,0.00880667629894
passenger_min_count,0.0087958927624
cargo_model5,0.0080634680315
cargo_all_model,0.00802560604759
cargo_model_avg2,0.00777762464143
passenger_count5,0.00734090629243
day,0.00733885853878
passenger_max_count,0.00728143218378
passenger_max_model,0.00695520422552
cargo_count3,0.00684452868339
volume_max,0.00683895771039
cargo_model1,0.0065804740909
cargo_model_avg0,0.00592119800637
hour,0.00546685558085
cargo_min_model,0.00527700025741
passenger_model_avg5,0.00507402862021
cargo_all_count,0.00475432801845
cargo_model_avg4,0.00473131701217
cargo_model_avg5,0.00465584170678
cargo_max_count,0.00439645579396
cargo_count5,0.00428630855892
week,0.00418923663206
cargo_count2,0.00414595629228
cargo_model2,0.00397472393288
cargo_model_avg3,0.00384414913721
cargo_count0,0.003741248993
minute,0.00368263065052
cargo_count4,0.00351639381646
passenger_model_avg3,0.00348772716387
passenger_model_avg1,0.00347079978615
cargo_min_count,0.00334299525751
cargo_model_avg1,0.0033071320896
cargo_max_model,0.00320971325528
passenger_model_avg4,0.0029558614241
passenger_model_avg0,0.00292740691723
no_count3,0.0023918053623
no_count1,0.00143987942895
no_count5,0.00139685139706
no_count4,0.00103934500483
no_max_count,0.000367955439145
no_count0,0.000338025892698
no_all_count,0.000100339172211
weekend,5.14591867511e-05
no_count2,0.0
no_min_count,0.0
