,importance
vehicle_model_avg1,0.0275958986754
vehicle_model1,0.0260410280981
vehicle_model_avg0,0.0249206072892
vehicle_model2,0.024320390659
vehicle_model3,0.02425235241
cargo_model0,0.0240962692784
passenger_model2,0.02332898594
vehicle_model_avg2,0.0221849797202
vehicle_model4,0.022184847123
vehicle_all_model,0.0219208635551
vehicle_all_model_avg,0.0210536708637
etc_count3,0.0200744011849
vehicle_model_avg5,0.0185736184773
vehicle_model_avg3,0.0184548626549
etc_count1,0.0182048505109
vehicle_model_avg4,0.0164994274104
etc_max_count,0.0163666395953
vehicle_model5,0.0158789877971
vehicle_min_model,0.0153905021981
volume2,0.0150539411654
etc_all_count,0.0147469185126
passenger_model1,0.0143262265534
volume4,0.014200437722
etc_count5,0.0140986046654
vehicle_model0,0.0140853477059
vehicle_max_model,0.0136809486736
cargo_max_model,0.013106754596
volume0,0.0122258090929
volume_max,0.0121760145924
cargo_model1,0.0121513179648
passenger_model3,0.0120745567723
volume3,0.0118411980959
passenger_all_model_avg,0.0117507045198
passenger_all_model,0.0116055053124
passenger_min_model,0.0114934148184
passenger_count0,0.0113980019192
volume_all,0.0112215052584
cargo_all_model,0.0111998455357
cargo_all_model_avg,0.0111412703305
etc_count0,0.010850562242
passenger_count4,0.0108307691078
cargo_model5,0.0105379220164
etc_count2,0.0103226266086
passenger_min_count,0.0103028101963
passenger_count2,0.0102688840853
day,0.010214364089
etc_count4,0.0101619558158
volume1,0.010044501829
passenger_model_avg1,0.00984698455664
passenger_model5,0.00973035620074
volume_min,0.00972384424241
cargo_model3,0.00952246617637
etc_min_count,0.00933736370821
passenger_all_count,0.00886138307762
volume5,0.00878761384678
cargo_count4,0.00876045926847
cargo_model4,0.00863389179456
cargo_all_count,0.00837132771926
passenger_model0,0.00822115223088
passenger_count3,0.00768495903379
cargo_model2,0.00757631613556
passenger_count1,0.00752610070219
hour,0.00724652627756
passenger_model4,0.00702013043494
cargo_max_count,0.00684997315605
cargo_count2,0.00675494402204
passenger_max_model,0.00654586456135
cargo_model_avg1,0.0064174151705
passenger_count5,0.00584674938729
cargo_model_avg5,0.00567588799293
passenger_model_avg2,0.00557058586329
cargo_count1,0.00534756212266
passenger_max_count,0.00530408972044
week,0.00459475250993
passenger_model_avg4,0.00458338950238
cargo_min_model,0.00458275934883
cargo_model_avg3,0.00436418103303
cargo_model_avg2,0.00402815694595
cargo_model_avg0,0.00396346811385
cargo_min_count,0.00395259414832
cargo_count3,0.00380181912251
passenger_model_avg5,0.00366260033282
cargo_count5,0.00337897470018
minute,0.00328142709075
passenger_model_avg3,0.00323446743633
passenger_model_avg0,0.00282215525268
no_count5,0.00261878151342
cargo_model_avg4,0.00245510475569
cargo_count0,0.00219523498053
no_count4,0.00138758700443
no_count1,0.000495525923735
no_max_count,0.000427043678526
weekend,0.000333699816012
no_all_count,0.000135816367245
no_count2,8.06097826488e-05
no_min_count,0.0
no_count3,0.0
no_count0,0.0
