,importance
passenger_all_model,0.0294300854536
volume2,0.023940585338
passenger_all_count,0.0226495368697
vehicle_model3,0.0225483018718
vehicle_all_model,0.0214860278643
volume4,0.018291480603
etc_all_count,0.0181585014552
volume_all,0.0171886828649
passenger_min_model,0.016774903806
passenger_count1,0.0161959608338
cargo_all_model_avg,0.0158392010666
volume1,0.0157981897051
passenger_model2,0.0154379707422
volume5,0.0151022846197
cargo_model1,0.014834381905
vehicle_model2,0.0147886198861
passenger_count2,0.0147597098586
vehicle_min_model,0.0145585879882
passenger_model_avg1,0.0145273235659
passenger_count4,0.0145041488874
cargo_all_model,0.0143109768171
volume_min,0.0137507876739
cargo_all_count,0.0137294339431
vehicle_model_avg3,0.013532875187
vehicle_model_avg5,0.012747116531
passenger_model3,0.0127257374449
vehicle_model_avg2,0.0126549826199
etc_count3,0.0124451481449
vehicle_model1,0.0122576455946
volume3,0.0122560446617
etc_count5,0.0120018624619
cargo_count5,0.0117892560117
passenger_count5,0.0117607898431
vehicle_model_avg0,0.011691167807
passenger_all_model_avg,0.0115732049672
vehicle_model5,0.0115133003559
etc_count2,0.0114503393558
volume0,0.0114371537762
passenger_model_avg2,0.0113894627256
passenger_model_avg3,0.01125884044
cargo_model_avg4,0.0112471027729
cargo_model_avg5,0.0108191464835
vehicle_model_avg4,0.0107689784115
cargo_model_avg3,0.0107207983472
passenger_min_count,0.0106495280582
cargo_min_model,0.0105300434401
cargo_model_avg0,0.0104432421387
vehicle_model0,0.0103171303242
vehicle_model_avg1,0.0101980838571
vehicle_all_model_avg,0.0100536753046
cargo_model4,0.00978593702506
passenger_model_avg4,0.00970176386189
cargo_count1,0.00968706826349
passenger_model_avg0,0.00950089765667
etc_count1,0.00941496713467
passenger_model_avg5,0.00933105703467
cargo_model_avg1,0.00927212125318
cargo_model_avg2,0.00920945300176
cargo_max_model,0.00919498364643
vehicle_model4,0.0086771027179
passenger_model4,0.00866565923782
passenger_model1,0.00858995050264
passenger_model5,0.00855518209195
volume_max,0.00852933414113
cargo_count4,0.00852068321075
cargo_model2,0.00851331198363
etc_count4,0.00847234198981
passenger_max_model,0.00799371376823
day,0.00795680768285
cargo_count3,0.00781823581929
passenger_count0,0.00747712402805
cargo_model5,0.00744486908146
vehicle_max_model,0.00743233384916
cargo_model0,0.00742291109642
passenger_count3,0.00721514763288
etc_min_count,0.00693359211872
cargo_count2,0.00683370971295
cargo_model3,0.00675639338919
hour,0.00674619095338
cargo_min_count,0.00669535707281
cargo_count0,0.00655878123846
week,0.00644085551057
cargo_max_count,0.00628458389696
passenger_max_count,0.00578712356019
etc_max_count,0.00539666983321
etc_count0,0.00502444260474
passenger_model0,0.00408061441178
minute,0.00309185577178
weekend,0.000148531527818
no_count5,0.0
no_count3,0.0
no_count2,0.0
no_count1,0.0
no_count0,0.0
no_all_count,0.0
no_max_count,0.0
no_min_count,0.0
no_count4,0.0
