,importance
vehicle_all_model,0.0268709049712
vehicle_model5,0.0225230197359
vehicle_model_avg1,0.020063913526
vehicle_all_model_avg,0.0193075858144
volume4,0.0193054519718
volume_all,0.0192003548726
vehicle_model_avg4,0.0175188076413
volume3,0.0171745092702
cargo_count1,0.0166361612552
passenger_all_model,0.0165831486194
passenger_all_count,0.0163413904473
passenger_model5,0.0160425121851
vehicle_model2,0.0157441321962
vehicle_model_avg3,0.0155884993744
etc_all_count,0.0154907655574
cargo_model_avg0,0.0152479276803
vehicle_max_model,0.0152457757723
vehicle_model_avg2,0.014889392601
vehicle_model4,0.0142769207286
vehicle_min_model,0.0142446731545
volume5,0.0142360232454
vehicle_model0,0.0142086134588
vehicle_model1,0.0141803841193
passenger_all_model_avg,0.0139013749899
cargo_model_avg1,0.0136070763438
cargo_model_avg5,0.0134847920232
passenger_count4,0.0133549321222
passenger_model2,0.0131947170542
passenger_count1,0.0130978091231
volume2,0.0128600398532
cargo_all_model,0.0128031108171
cargo_all_model_avg,0.0126025322821
passenger_count2,0.0121389393034
passenger_model_avg4,0.0119664144348
vehicle_model_avg0,0.0119366822525
cargo_model_avg4,0.011851675293
etc_count1,0.0117495247632
cargo_all_count,0.0113788685191
day,0.0111598042699
cargo_max_model,0.0111530201445
passenger_count3,0.0109206213719
hour,0.0108719215689
cargo_model_avg3,0.0107227721887
passenger_model_avg0,0.0106884982089
cargo_max_count,0.0105842908967
vehicle_model3,0.010502989166
etc_count5,0.0104523473018
passenger_model_avg1,0.0104364276073
etc_count3,0.0103225139948
cargo_model_avg2,0.0103143416255
etc_count2,0.0102937078373
cargo_model5,0.0102403086197
vehicle_model_avg5,0.0101689850083
volume1,0.0101421248245
passenger_model1,0.00976330435114
passenger_max_model,0.00968512654997
cargo_model2,0.00952720041675
passenger_model_avg5,0.0094858257983
cargo_model3,0.0091384334344
volume0,0.00907935980853
passenger_model_avg2,0.00884840919807
etc_min_count,0.00860195410695
volume_max,0.00857251539893
passenger_count0,0.00842473222951
cargo_model0,0.00825383843751
passenger_model_avg3,0.00823892521589
passenger_min_model,0.00795473788591
volume_min,0.00792757909414
etc_count4,0.00788237067659
passenger_max_count,0.00762871171497
cargo_min_count,0.00762153974772
cargo_count4,0.00730695024496
passenger_model3,0.00722264153921
passenger_min_count,0.00712354794633
cargo_model4,0.00675767581718
cargo_model1,0.00674450959572
cargo_count5,0.00670845367851
passenger_model4,0.00661927592591
passenger_model0,0.00651904531085
etc_max_count,0.0062777720498
etc_count0,0.00591472694993
week,0.00579812545216
minute,0.00579747953076
cargo_count0,0.00536042488292
cargo_min_model,0.0051303144393
cargo_count3,0.00498537171118
passenger_count5,0.00457209638856
cargo_count2,0.00425168126623
weekend,0.000451311197222
no_min_count,0.0
no_max_count,0.0
no_all_count,0.0
no_count5,0.0
no_count4,0.0
no_count3,0.0
no_count2,0.0
no_count1,0.0
no_count0,0.0
