,importance
vehicle_all_model,0.0270565954698
etc_all_count,0.0268594928254
vehicle_min_model,0.0212829839081
passenger_model3,0.0211491545
vehicle_model0,0.0207919780971
etc_count1,0.020006578807
vehicle_all_model_avg,0.019716027861
passenger_all_model,0.0194101414119
passenger_model2,0.0180552358965
passenger_count2,0.0174003374652
volume_all,0.0171192068411
etc_count2,0.0168356144989
passenger_model_avg4,0.0161628405758
volume1,0.0157809660576
passenger_model_avg5,0.0152430396592
vehicle_model_avg2,0.0147858618507
passenger_all_count,0.0146753424515
volume2,0.0142875108267
cargo_model_avg1,0.0139392569834
volume_min,0.0137473025538
etc_count4,0.0137042804929
cargo_model2,0.0136277665666
vehicle_model3,0.0136108652618
vehicle_model_avg5,0.0133935689639
vehicle_model_avg4,0.0132502730045
passenger_model5,0.0132181462941
etc_count3,0.0131365813601
cargo_model_avg3,0.0125807920411
cargo_model_avg0,0.0124357063305
vehicle_model2,0.0124088366241
passenger_model_avg2,0.012374592558
cargo_model5,0.0119929792235
cargo_model_avg2,0.0118324927565
vehicle_model_avg3,0.0117865376882
vehicle_model4,0.0117791911585
volume5,0.0117768724859
vehicle_model1,0.0117574639098
passenger_count3,0.0117056521554
vehicle_model_avg1,0.0116666914864
vehicle_model_avg0,0.0116032311639
etc_count0,0.0113327910642
cargo_model_avg4,0.0113189345885
passenger_model_avg1,0.0113110249917
cargo_all_model_avg,0.0112210444329
passenger_count1,0.0111969929745
passenger_min_model,0.0110658494546
passenger_all_model_avg,0.0110247546169
cargo_model_avg5,0.0109868474074
volume3,0.0108176473207
passenger_model_avg3,0.0107735441086
hour,0.0104298363692
passenger_model0,0.010388582904
etc_max_count,0.010289525763
etc_min_count,0.0102775631947
passenger_model1,0.0102203405444
vehicle_model5,0.0100584708486
passenger_min_count,0.00958889458025
etc_count5,0.00940251357729
day,0.00909460465838
passenger_model_avg0,0.0090207417285
cargo_max_model,0.00868222256063
cargo_model3,0.00861341574869
passenger_count5,0.00851569761928
passenger_max_model,0.00840977574049
volume0,0.00826874453037
cargo_count5,0.00801603612722
passenger_count4,0.00792357992208
volume4,0.0078344737142
passenger_count0,0.00774348741642
cargo_model0,0.00753195484208
passenger_model4,0.00716650745603
cargo_all_model,0.0067949010913
cargo_count0,0.00646811687694
cargo_all_count,0.00638529155682
passenger_max_count,0.005812945871
cargo_count1,0.00579729009553
cargo_count2,0.0056983099334
cargo_model1,0.00552207672414
cargo_model4,0.00543370721028
cargo_count4,0.00533907245163
vehicle_max_model,0.00526807568406
volume_max,0.00524317840605
cargo_count3,0.00436320942327
cargo_min_count,0.00430273523694
cargo_max_count,0.00424732984272
cargo_min_model,0.00419224387161
week,0.00378717365663
minute,0.00266568396723
weekend,0.000204267227899
no_count3,0.0
no_count2,0.0
no_count1,0.0
no_count0,0.0
no_count4,0.0
no_count5,0.0
no_min_count,0.0
no_max_count,0.0
no_all_count,0.0
