,importance
etc_all_count,0.025539216108
vehicle_model3,0.0212794460508
vehicle_model1,0.0210592912058
vehicle_all_model,0.0207329693511
etc_count0,0.0202076514605
vehicle_min_model,0.0195390382832
vehicle_all_model_avg,0.019199239267
etc_count1,0.0181374739273
etc_count3,0.0163787410313
vehicle_model_avg0,0.0161718403453
etc_count2,0.0160439931683
vehicle_model_avg5,0.0160160979493
vehicle_model_avg2,0.0159549086881
passenger_model2,0.0153820723886
vehicle_model_avg4,0.0147878940917
vehicle_model4,0.0146767145145
cargo_all_model_avg,0.014675668554
vehicle_model2,0.0144030845136
passenger_model_avg0,0.0142735611078
volume5,0.0142716640492
cargo_model_avg0,0.0142347327378
volume_all,0.0141815341874
etc_count4,0.0137789290657
cargo_model_avg5,0.0136886966308
etc_count5,0.0134386912058
vehicle_model_avg1,0.0133440386077
etc_min_count,0.013086984004
cargo_model_avg1,0.0129804995254
passenger_model_avg1,0.0128746736222
vehicle_model0,0.0128074101306
cargo_all_model,0.0127888792056
passenger_count2,0.0127305907817
passenger_model4,0.0126620722225
passenger_count3,0.0126199147842
passenger_model1,0.0125840886229
passenger_model_avg5,0.0123649195137
cargo_model_avg4,0.0121351406481
etc_max_count,0.0119674970244
passenger_model_avg4,0.011739130806
passenger_model_avg2,0.0116386516582
cargo_model2,0.0114817398307
volume1,0.0114356905324
volume2,0.0111538562623
day,0.0110172294826
volume4,0.0109571292216
volume_min,0.0109375947269
vehicle_max_model,0.0107493674128
passenger_count4,0.0105665251674
vehicle_model_avg3,0.0103632280656
cargo_model0,0.0102487498347
cargo_model4,0.0101964045762
passenger_count5,0.00998205117783
cargo_model_avg3,0.00991995281761
passenger_model0,0.0098448814942
passenger_all_count,0.009754961919
volume3,0.00974471682837
passenger_all_model,0.00957341172597
hour,0.00944454877066
passenger_count1,0.00942206833292
passenger_model_avg3,0.00940593046748
cargo_model_avg2,0.00900868820646
passenger_model3,0.00888129373509
volume0,0.0088635890134
vehicle_model5,0.00878283911589
passenger_min_count,0.00874101223186
volume_max,0.00873573792075
cargo_all_count,0.00871695437383
passenger_model5,0.0086568147837
passenger_min_model,0.00858172376685
passenger_all_model_avg,0.00826936478719
cargo_model1,0.00820379983333
cargo_model5,0.00746012450778
cargo_max_model,0.00720842298511
cargo_model3,0.0067840264223
cargo_count4,0.00662342608922
cargo_count0,0.00640754038264
passenger_max_count,0.0059520801743
cargo_count3,0.0058100655163
passenger_max_model,0.00563679820018
week,0.00547147956462
cargo_count1,0.00511541685935
passenger_count0,0.00501079432105
cargo_min_model,0.00499064730634
cargo_count5,0.00454097550904
cargo_max_count,0.00449772122202
cargo_count2,0.00444344885693
cargo_min_count,0.00279844480643
minute,0.00275959462949
weekend,0.000469495191082
no_count0,0.0
no_max_count,0.0
no_count1,0.0
no_count2,0.0
no_count3,0.0
no_min_count,0.0
no_count5,0.0
no_all_count,0.0
no_count4,0.0
