,importance
vehicle_model_avg3,0.0313779658968
etc_all_count,0.0248109119363
vehicle_model_avg4,0.0244284836138
vehicle_model4,0.0217502070847
vehicle_model_avg5,0.0200748340492
vehicle_model_avg0,0.0195466371235
vehicle_model_avg2,0.019314195432
passenger_all_model,0.0191788542862
vehicle_all_model,0.0190294039385
vehicle_all_model_avg,0.0183629708408
volume2,0.0182955431224
etc_count1,0.0177742121111
passenger_all_model_avg,0.0177104854709
vehicle_max_model,0.01694218933
vehicle_model_avg1,0.0165451292563
vehicle_model5,0.0159681843735
passenger_model_avg2,0.0159510518459
vehicle_model3,0.0158098442002
passenger_model_avg4,0.0148997592728
vehicle_model2,0.0144915969802
volume5,0.0138515098834
passenger_model4,0.0135726358985
passenger_model_avg5,0.0134286888441
volume_min,0.0133167088206
volume_all,0.0132262275202
passenger_model3,0.0132191137376
passenger_count3,0.0128394664549
passenger_model_avg0,0.0127605533309
vehicle_model0,0.0125434782006
etc_count4,0.012529584997
volume1,0.0122347493301
passenger_model_avg3,0.0117480393355
etc_min_count,0.0117349811051
volume3,0.0116912942869
passenger_model2,0.0114872764438
hour,0.0108474780091
vehicle_model1,0.0106203081706
volume0,0.0106194824431
etc_count2,0.010587775611
passenger_all_count,0.0104926997311
passenger_min_count,0.0104443476269
passenger_model1,0.0103934359369
passenger_count0,0.0103610380615
vehicle_min_model,0.0103016674092
etc_count0,0.0101144612978
no_count5,0.00996384059768
cargo_all_model_avg,0.00995973159184
passenger_model0,0.00919798735511
volume4,0.00918127941211
day,0.00894620400861
volume_max,0.00891945529
passenger_min_model,0.00824374372468
cargo_model0,0.00819565213585
cargo_model1,0.00810419564777
cargo_model_avg5,0.00805045252472
passenger_model_avg1,0.00802056094822
passenger_count2,0.00784428359914
etc_count3,0.00775896905613
cargo_all_model,0.00759749491029
no_count1,0.00758301458718
passenger_max_count,0.0075068094433
cargo_model_avg1,0.00745395863388
minute,0.0074049998248
cargo_model4,0.0074031448308
passenger_model5,0.00730099327284
cargo_model3,0.00729261190297
passenger_count1,0.00727384314886
no_max_count,0.00663558606255
cargo_model_avg2,0.00661824784348
passenger_count4,0.00657886897909
passenger_count5,0.00648753098469
cargo_model_avg0,0.00644063304733
cargo_model2,0.00639886460161
passenger_max_model,0.0063152280128
cargo_model_avg4,0.0062094435736
no_count2,0.00592114445117
cargo_model5,0.00566569757642
cargo_max_model,0.00545269325992
cargo_all_count,0.00540294693455
etc_max_count,0.00497632679228
no_count4,0.0049325059406
week,0.00480955676399
no_count0,0.00458329361363
etc_count5,0.0045328100306
no_all_count,0.00426464831504
cargo_min_model,0.00417265713207
cargo_count3,0.00399283429368
no_count3,0.00388015848651
cargo_model_avg3,0.00386722271601
cargo_count0,0.00364282118716
cargo_max_count,0.00358200849768
no_min_count,0.00357456644625
cargo_count1,0.00323226307265
cargo_count4,0.00321296919929
cargo_count5,0.00305840725066
cargo_min_count,0.00287086682552
cargo_count2,0.00201847252003
weekend,0.000236036490584
