,importance
vehicle_model2,0.0330975541152
vehicle_model3,0.0287912993214
etc_count1,0.0274083241572
etc_count2,0.0271936133624
etc_all_count,0.025225545023
vehicle_model4,0.0224711794373
vehicle_all_model,0.0224396728782
vehicle_all_model_avg,0.020813874482
passenger_model1,0.0201908430385
vehicle_model_avg0,0.019496199145
etc_max_count,0.0193469914924
vehicle_model0,0.0190240516177
vehicle_model1,0.0180310440021
volume2,0.0176869599073
vehicle_min_model,0.0176129406328
passenger_all_model,0.0175135798833
vehicle_model_avg2,0.0174551315103
passenger_model4,0.0172150198056
vehicle_model_avg4,0.0170523455535
volume1,0.0169707019176
passenger_count1,0.0166399615051
volume3,0.0164903596932
passenger_all_count,0.015981113192
etc_count3,0.0154641920111
passenger_count2,0.0153184780168
vehicle_model_avg1,0.0148490158394
volume4,0.014813145488
etc_count0,0.0147346365856
vehicle_model_avg3,0.0145742583468
volume_min,0.0144791415046
etc_count4,0.0140268870173
vehicle_model5,0.0129623303322
passenger_count4,0.0120725033469
passenger_min_count,0.0120153015198
passenger_model3,0.0118797508519
volume_max,0.0118777017122
cargo_all_model_avg,0.011563539191
passenger_max_count,0.0110949918687
passenger_model2,0.0110299292214
passenger_all_model_avg,0.010849766788
passenger_model0,0.0107847201954
day,0.0106156387417
passenger_count5,0.0102527807273
passenger_count3,0.00995525925565
etc_count5,0.00967153817048
passenger_min_model,0.00941847690692
vehicle_model_avg5,0.00935836784017
cargo_model4,0.00881550171879
cargo_all_model,0.00867194900849
cargo_model3,0.00861381897769
cargo_model5,0.00844786600717
passenger_model5,0.00840107016024
volume_all,0.00837306021003
etc_min_count,0.00822701608395
volume5,0.00804803980448
cargo_model_avg4,0.00712845522682
vehicle_max_model,0.00693080651107
volume0,0.00684563775679
cargo_model1,0.00676409503573
cargo_model0,0.00668551363327
cargo_max_model,0.00648717085986
cargo_max_count,0.00618364139805
cargo_all_count,0.00597667858082
passenger_model_avg3,0.00596349454785
hour,0.00589893951829
cargo_model_avg3,0.00589822511169
passenger_max_model,0.00580825349671
week,0.00525129159279
cargo_count2,0.00504541701636
cargo_model2,0.00488958304301
passenger_count0,0.00483688159624
cargo_count3,0.00458104236493
cargo_model_avg5,0.00457958276788
cargo_model_avg2,0.00457097020102
cargo_count1,0.00455969493917
cargo_count5,0.00447436899112
passenger_model_avg1,0.00428232506541
cargo_count4,0.00381811061809
cargo_min_count,0.00369505652803
passenger_model_avg2,0.00364988679238
cargo_min_model,0.0036120215917
cargo_count0,0.00337092032132
cargo_model_avg1,0.00309292821033
passenger_model_avg4,0.00279902374005
passenger_model_avg0,0.00246747086137
passenger_model_avg5,0.00243588718786
no_count5,0.00231358392795
cargo_model_avg0,0.00230355030835
minute,0.00230215888813
no_count0,0.0013854136966
no_count4,0.001311075774
no_count3,0.000730768159185
no_max_count,0.00071628039926
no_all_count,0.000595639015313
no_count1,0.000213390954395
weekend,0.000135784647464
no_min_count,0.0
no_count2,0.0
