,importance
vehicle_model_avg1,0.0535244240457
vehicle_model_avg2,0.0229357093841
vehicle_model_avg3,0.0214265965923
no_count3,0.0202448367969
vehicle_model_avg4,0.0189116599528
vehicle_model_avg5,0.018728052446
passenger_all_model_avg,0.0185248732472
vehicle_model_avg0,0.0182926577556
etc_count2,0.0173557854432
vehicle_model4,0.0171477900649
etc_count0,0.0170313343484
vehicle_all_model,0.0164362191409
no_count5,0.0159754101367
passenger_model_avg4,0.0157856473272
cargo_all_model_avg,0.0156006765167
vehicle_all_model_avg,0.0154406508997
vehicle_model0,0.0147385337145
cargo_all_count,0.0144712626465
volume_all,0.0143117458166
passenger_all_model,0.013938637535
etc_all_count,0.0138520631211
etc_count4,0.0137810102601
volume5,0.0132500170325
passenger_model_avg3,0.0130944661785
vehicle_min_model,0.0129752728954
vehicle_model2,0.0127687812231
passenger_count4,0.0126233737523
vehicle_model1,0.0125861949627
volume0,0.0125405380305
passenger_min_count,0.0122989019732
passenger_model_avg1,0.012219764889
passenger_model_avg5,0.0120924755142
volume_min,0.0117823448477
passenger_count0,0.0115152600352
volume4,0.0114168795339
passenger_model_avg2,0.0113599235472
no_count0,0.0111455853277
cargo_model0,0.0109326973923
vehicle_max_model,0.0106451727038
passenger_model3,0.0104383451871
vehicle_model5,0.0102166498235
volume2,0.0101886670111
etc_count5,0.0101606015042
volume1,0.0101439842325
passenger_all_count,0.00987889930867
cargo_all_model,0.00966799262638
passenger_model0,0.00952094111595
passenger_model1,0.00949793712675
volume3,0.00942975148164
passenger_model5,0.00896441346505
vehicle_model3,0.00883948979318
passenger_count5,0.00866660447831
passenger_model_avg0,0.00866192741449
cargo_model4,0.00843257533561
passenger_model4,0.00834333834767
etc_min_count,0.00818003060804
cargo_model_avg4,0.00811866855072
day,0.00808075119999
etc_count1,0.0077895660073
passenger_min_model,0.00768921693449
no_count2,0.00765845969545
no_max_count,0.00763888653721
volume_max,0.00755002734648
cargo_model_avg5,0.00752857783777
passenger_model2,0.00740968982983
cargo_model3,0.00736595151633
passenger_count1,0.00717928863843
passenger_max_model,0.00704414456602
hour,0.00694049215582
cargo_model_avg3,0.00687142201785
cargo_model1,0.00653036679677
cargo_count4,0.00632904184973
cargo_model_avg2,0.00596916585491
no_all_count,0.00592580889635
etc_max_count,0.00591255996461
passenger_max_count,0.00586070349143
cargo_model_avg0,0.005719148475
week,0.00565079975183
cargo_count5,0.00523225397472
cargo_model5,0.00507868511593
passenger_count2,0.00497063596471
etc_count3,0.00471306978318
cargo_max_model,0.00464908485665
no_count1,0.00442136145867
minute,0.00427368582309
cargo_model_avg1,0.0040468039807
cargo_model2,0.00401876773239
cargo_count1,0.00396837414582
passenger_count3,0.0039561150259
no_min_count,0.00387658678241
cargo_count3,0.00357543340732
cargo_min_model,0.00322726557098
cargo_count2,0.00305866161549
no_count4,0.00289531382587
cargo_max_count,0.00278925347882
cargo_min_count,0.00269488881792
cargo_count0,0.00247351186116
weekend,0.000382132972421
