,importance
vehicle_all_model,0.0310626668093
volume_all,0.026119699577
vehicle_min_model,0.0237069234234
volume2,0.0229776765553
passenger_all_model,0.0227579231483
etc_all_count,0.0223026338301
vehicle_model3,0.0220462974489
passenger_count2,0.0197581260694
passenger_all_count,0.0189442145107
passenger_model4,0.0185158251456
vehicle_model_avg4,0.0172396517861
vehicle_model1,0.0171477725709
volume3,0.0162122130689
vehicle_model5,0.0156406651474
cargo_model_avg5,0.0148809020881
cargo_all_model,0.0147928826961
volume1,0.0146030915247
passenger_count1,0.0144652263608
vehicle_model_avg5,0.0144080555605
volume4,0.0142081447716
passenger_count3,0.0139526722774
cargo_all_count,0.0139447044941
cargo_model_avg3,0.0136646455523
cargo_model_avg1,0.0134603421106
vehicle_model_avg1,0.013399586802
volume_max,0.0132033438166
cargo_model_avg4,0.0129686658418
vehicle_model_avg3,0.0126418967338
cargo_model_avg2,0.0124493476576
day,0.012446933648
passenger_model2,0.0123979206553
passenger_model5,0.0122793776067
vehicle_model4,0.0121969321812
passenger_count4,0.0121326908801
vehicle_model_avg2,0.0121068516468
cargo_all_model_avg,0.0120529038362
cargo_model_avg0,0.0118239611345
volume0,0.011604772825
vehicle_max_model,0.0115742098773
volume_min,0.0112078378199
cargo_model4,0.0111159125692
vehicle_model_avg0,0.0110638245585
cargo_model1,0.0108988021496
volume5,0.0108069366986
passenger_count0,0.0107267374364
passenger_min_count,0.0104499445484
passenger_min_model,0.0104259065887
passenger_model_avg4,0.0103404279797
vehicle_all_model_avg,0.0102943463977
etc_count2,0.00990643249478
passenger_model_avg2,0.00978632807159
vehicle_model2,0.00965554855441
etc_count3,0.00936951108258
etc_count4,0.009302295062
passenger_model_avg5,0.00916346584441
passenger_model_avg0,0.0091359899782
passenger_all_model_avg,0.0091247735302
passenger_model3,0.00859740125756
hour,0.00839437394952
passenger_model_avg1,0.0081196118216
cargo_model2,0.00808365386493
cargo_model0,0.00771851550575
passenger_model_avg3,0.00768115133195
passenger_count5,0.0075620515403
vehicle_model0,0.00749010391611
etc_count1,0.00732573950725
etc_count0,0.007073087075
cargo_max_model,0.00701416879692
cargo_max_count,0.00695640744545
week,0.00688463216574
etc_count5,0.00684420679233
cargo_count5,0.00647798113562
passenger_model0,0.00639989318394
cargo_model3,0.00639936408673
cargo_count0,0.00625528827095
cargo_count4,0.00613534241044
cargo_count2,0.00547786370321
passenger_max_count,0.00542880509906
cargo_min_count,0.00534807123092
passenger_model1,0.00531190819255
cargo_min_model,0.00530116896048
cargo_model5,0.00514312624435
cargo_count1,0.00476748229565
etc_min_count,0.00460120663073
etc_max_count,0.00419646557711
cargo_count3,0.00417214610061
passenger_max_model,0.00393989962956
minute,0.00381199076432
weekend,0.000219518477888
no_count0,0.0
no_all_count,0.0
no_count1,0.0
no_count2,0.0
no_max_count,0.0
no_count4,0.0
no_count5,0.0
no_min_count,0.0
no_count3,0.0
