,importance
vehicle_all_model,0.0297626617044
passenger_all_count,0.0198290120923
volume_all,0.0192467599056
vehicle_model_avg5,0.0184608927585
volume2,0.0183034825826
vehicle_model_avg2,0.0181371082701
vehicle_model4,0.017996174102
passenger_count2,0.0179673283515
etc_all_count,0.0179338813047
volume5,0.0175221885891
passenger_count0,0.0167707768897
vehicle_all_model_avg,0.0166968908783
vehicle_min_model,0.0164677710644
cargo_all_model,0.0155603611948
passenger_all_model,0.0155065148845
cargo_all_count,0.0152155503499
volume3,0.0147115377127
cargo_model_avg4,0.0146005891599
cargo_model_avg2,0.014513022208
volume4,0.0141395387622
vehicle_model_avg3,0.0139419139635
cargo_all_model_avg,0.0138487024592
vehicle_model3,0.0134669764933
cargo_model_avg0,0.0132345064911
cargo_model2,0.0130521605318
vehicle_model_avg1,0.0128859145225
vehicle_model0,0.0128188099928
passenger_count5,0.0126479858909
vehicle_model_avg0,0.0125393657833
volume0,0.0124198305725
passenger_count1,0.0121425268622
etc_count4,0.0120812105616
cargo_model_avg1,0.0120791288505
vehicle_model5,0.0119148500855
passenger_model_avg2,0.011779848336
passenger_model_avg3,0.0117202998644
day,0.0116559785692
cargo_model1,0.011586782361
passenger_model4,0.0114713895499
vehicle_max_model,0.0111111080992
hour,0.0107504957593
cargo_model_avg5,0.0105774016037
passenger_model_avg1,0.0104171667527
passenger_min_model,0.0102815707523
volume1,0.0102804339079
cargo_model0,0.0102557755815
passenger_all_model_avg,0.0101549601408
vehicle_model_avg4,0.010041830629
cargo_model_avg3,0.0100298871955
etc_count3,0.0100230477219
passenger_count4,0.0100153955204
passenger_model3,0.00991208679765
vehicle_model2,0.00988813371488
cargo_max_model,0.00973047530726
passenger_model_avg4,0.00953248834487
cargo_model4,0.00944484861736
passenger_model_avg5,0.00938538523713
passenger_model1,0.00902071726326
cargo_count2,0.00893033935042
cargo_max_count,0.00886163829209
passenger_model2,0.00876150313738
passenger_max_model,0.00857410460276
passenger_count3,0.00854360128885
passenger_model_avg0,0.00844405844485
cargo_count0,0.00843139151731
vehicle_model1,0.00837518179617
cargo_min_count,0.008257159336
passenger_model5,0.00818976568319
etc_count5,0.0080497555844
cargo_count5,0.00791411669986
cargo_count1,0.00776355506286
cargo_model3,0.00775557212648
etc_count2,0.00755938621434
passenger_min_count,0.00754398784749
etc_min_count,0.00754277747267
volume_min,0.0074744664835
cargo_model5,0.00743597734436
passenger_max_count,0.00733950968304
passenger_model0,0.00733385445253
etc_count0,0.00731773464718
cargo_min_model,0.00688570397716
volume_max,0.00684846269696
cargo_count4,0.00654234538671
cargo_count3,0.00611444167912
etc_max_count,0.00570702687694
etc_count1,0.00515634091626
week,0.00471852547583
minute,0.00373165540131
weekend,0.000412627068986
no_min_count,0.0
no_count4,0.0
no_count5,0.0
no_count3,0.0
no_count2,0.0
no_count1,0.0
no_all_count,0.0
no_max_count,0.0
no_count0,0.0
