,importance
cargo_all_count,0.0283496680964
vehicle_model_avg1,0.0218149389162
cargo_all_model,0.020401287364
vehicle_model5,0.0196391307258
vehicle_model_avg0,0.0195184660215
volume4,0.0194635540599
cargo_model3,0.0187543478544
cargo_model0,0.018727472738
passenger_all_model_avg,0.0186016674825
volume0,0.0185673424828
cargo_model5,0.018169993689
cargo_model4,0.0178364406623
cargo_model2,0.0173438045464
volume1,0.0167805862952
vehicle_model_avg5,0.0166154962316
vehicle_model_avg4,0.0165104436901
cargo_max_model,0.0161382567947
cargo_model1,0.0160947690875
cargo_all_model_avg,0.015713675207
vehicle_all_model_avg,0.0156947951423
vehicle_model0,0.0156736461222
vehicle_model1,0.0152800718719
volume5,0.0148914694838
vehicle_model_avg2,0.0143721942784
cargo_model_avg4,0.0142821862076
day,0.013544616959
vehicle_model_avg3,0.0129446220695
vehicle_model4,0.012715856697
etc_all_count,0.0125447330305
volume3,0.012382551065
volume2,0.0120097955173
hour,0.0118664255937
cargo_count3,0.0117119626207
passenger_model2,0.0117061466421
vehicle_max_model,0.0112435827228
cargo_count1,0.0112092087099
cargo_model_avg3,0.0109871698963
passenger_all_model,0.0109599517512
vehicle_all_model,0.010849373543
cargo_model_avg0,0.0108439656308
cargo_model_avg2,0.0108110162322
volume_all,0.0107820695472
vehicle_model3,0.0107622487463
vehicle_model2,0.0106376028294
cargo_count2,0.0106247536968
passenger_count5,0.0104536496331
volume_min,0.0103677858314
cargo_model_avg1,0.00997487273244
passenger_model0,0.00940055413022
passenger_model4,0.00921552881954
etc_count3,0.00920446657809
cargo_count5,0.00915980319065
passenger_count4,0.0090801746192
cargo_min_model,0.00892720426966
passenger_model5,0.00890229939719
cargo_min_count,0.00829312605932
passenger_model3,0.00827398883189
cargo_model_avg5,0.00812681011
cargo_count0,0.00792041883263
passenger_all_count,0.00791238890781
cargo_max_count,0.0078728098448
etc_count4,0.00732627566289
passenger_min_model,0.00728928808728
etc_count2,0.00717288569471
passenger_model_avg2,0.00673205442
passenger_min_count,0.0066171833432
no_count1,0.00652666981394
etc_count0,0.00648666483618
passenger_max_model,0.00644822774693
passenger_count2,0.00633818677898
passenger_model_avg0,0.00629541693663
etc_count5,0.00606579986724
no_count0,0.0059774873618
volume_max,0.00596502522609
passenger_max_count,0.00583567431185
passenger_model_avg3,0.00572430581375
passenger_count0,0.00564917391417
passenger_count1,0.00562747431691
vehicle_min_model,0.00531928848093
passenger_model1,0.00509957220803
cargo_count4,0.00489822159777
etc_count1,0.00489166860644
passenger_count3,0.00486614951148
passenger_model_avg1,0.00443941267554
passenger_model_avg4,0.00435983188112
etc_max_count,0.00433331409063
minute,0.00429956270331
etc_min_count,0.00422152174761
no_count2,0.00368664309702
week,0.00344484743155
passenger_model_avg5,0.00334396676688
no_count4,0.00325463625281
no_all_count,0.00319979327393
no_count5,0.00300462946062
no_count3,0.00278695992852
no_max_count,0.00152035350157
no_min_count,0.00141845317489
weekend,7.41391367107e-05
