,importance
vehicle_model_avg2,0.0346104533149
vehicle_model_avg4,0.0245794459166
vehicle_model_avg0,0.0244500322043
vehicle_model_avg3,0.0230657015414
passenger_all_model_avg,0.0225993979636
volume1,0.0200595771623
passenger_model_avg1,0.0195795451063
etc_all_count,0.0193222742562
vehicle_model_avg5,0.0192573340675
vehicle_model_avg1,0.0189733914071
vehicle_all_model_avg,0.0184925163718
vehicle_model1,0.018437939094
vehicle_model3,0.0179492319322
etc_max_count,0.016205503719
vehicle_model4,0.0160803984351
volume_min,0.0156726697167
etc_count1,0.0154642440719
vehicle_model5,0.0145655830129
etc_count3,0.0143632187934
no_count4,0.014353648888
passenger_model5,0.0140762544448
vehicle_all_model,0.0137457842633
passenger_model_avg5,0.0133187149366
volume5,0.0130032493972
vehicle_max_model,0.0129418690016
passenger_model_avg2,0.0129244005848
etc_count0,0.0128569707474
passenger_model1,0.0127636016351
passenger_model_avg3,0.012500300841
passenger_model2,0.0124811164063
cargo_max_model,0.0120921456588
volume_all,0.0119546841786
passenger_count1,0.0117271411223
vehicle_model0,0.0112531315679
volume3,0.0112416493496
day,0.0109843182334
passenger_all_model,0.0109833579135
no_count2,0.0109500216034
passenger_model_avg0,0.0109467047894
passenger_min_model,0.0108020654613
passenger_all_count,0.0105373744532
vehicle_min_model,0.0103735342263
etc_count5,0.0102154747208
no_count0,0.0101492805378
hour,0.0100663920777
cargo_model2,0.00995591398642
cargo_all_model_avg,0.00984023047508
vehicle_model2,0.00983461975006
passenger_min_count,0.00978053497503
volume2,0.00975625278895
passenger_count0,0.00904856313049
cargo_model5,0.00901965358366
passenger_model0,0.00891402676006
no_count5,0.00886883220183
passenger_count5,0.00839879830415
cargo_model_avg5,0.00838152875775
volume0,0.00835676405879
passenger_model3,0.00794315322357
cargo_model_avg0,0.00779843792879
no_max_count,0.00778001982998
minute,0.0077208194534
etc_count4,0.00760976345941
passenger_model4,0.0073386566073
passenger_model_avg4,0.00700693145734
passenger_max_count,0.00686181506195
passenger_count3,0.00679899789516
cargo_model1,0.00625360716393
passenger_count2,0.00595239479069
cargo_model3,0.00592871854433
cargo_model_avg1,0.00585392281859
cargo_model4,0.00578063165561
passenger_max_model,0.00569602801213
cargo_model0,0.00568527309105
no_min_count,0.00563194168903
volume4,0.00543267779352
etc_count2,0.00511787296104
cargo_model_avg4,0.00505100772115
volume_max,0.00490894994575
passenger_count4,0.00477038049944
cargo_all_model,0.00474765200554
cargo_min_model,0.00468447690663
cargo_model_avg2,0.00451594008178
cargo_model_avg3,0.00432189805498
cargo_count5,0.00425345763832
no_count3,0.00419220299906
week,0.00406216564499
no_all_count,0.0038838090881
etc_min_count,0.00387529553355
no_count1,0.00373997852905
cargo_count3,0.00373169902705
cargo_count2,0.00369252742033
cargo_all_count,0.00355885258219
cargo_count4,0.00336168012953
cargo_max_count,0.00295860517686
cargo_min_count,0.00280262303153
cargo_count1,0.00279753021689
cargo_count0,0.00253353071871
weekend,0.000236709712364
