,importance
etc_all_count,0.0300492468939
vehicle_model_avg4,0.023907675132
vehicle_model_avg2,0.0234345602902
vehicle_model_avg5,0.0223494802668
vehicle_model_avg3,0.0207475067845
passenger_all_model,0.0198059105997
passenger_count4,0.019049425704
etc_count1,0.0189774018978
etc_count0,0.018845918787
vehicle_model3,0.0186867989425
etc_count2,0.0185896748027
volume_all,0.0184642559612
vehicle_model2,0.0174777139768
volume4,0.0174175059699
vehicle_model_avg1,0.0171574215431
vehicle_model_avg0,0.0163419518953
etc_min_count,0.0163078519701
passenger_count3,0.0159013137861
passenger_all_count,0.0157480599714
vehicle_all_model_avg,0.0146157425601
passenger_model_avg2,0.0145203491386
volume5,0.0143036641482
vehicle_model4,0.0141773174737
passenger_model2,0.0141556978238
vehicle_model0,0.0139954807233
passenger_min_count,0.0139116279546
etc_count3,0.0139057584768
vehicle_min_model,0.013344203857
passenger_model5,0.0132625410277
passenger_model_avg0,0.0132307175792
passenger_model_avg3,0.0132163817635
passenger_model4,0.0126456668635
vehicle_model1,0.0126037577323
vehicle_all_model,0.012431521469
passenger_all_model_avg,0.0122913790049
etc_count4,0.0120886544343
passenger_model1,0.0111629839587
volume3,0.010824327001
volume_min,0.010393431536
cargo_model4,0.010364364097
volume2,0.0102692893832
volume1,0.0102373873851
passenger_min_model,0.00996443690779
passenger_count2,0.00993618908089
passenger_model_avg5,0.00990529013896
passenger_model_avg4,0.0096282844237
passenger_count0,0.00956918523925
passenger_count5,0.00937523885352
passenger_model3,0.00931829759804
volume_max,0.0092571640894
no_count1,0.00917383686203
etc_count5,0.00898462306608
no_count5,0.00881922463252
passenger_model_avg1,0.00872029260284
cargo_all_model,0.00868245287731
vehicle_max_model,0.00863178526309
vehicle_model5,0.0085828919714
cargo_model1,0.00836200123407
cargo_all_model_avg,0.00809909774131
cargo_model_avg2,0.00796514981763
passenger_model0,0.00794190163297
volume0,0.0075639914849
cargo_model_avg5,0.00745706999277
no_count2,0.00740644060264
passenger_count1,0.00726713377995
no_count0,0.00701075662772
day,0.00687519206754
cargo_model_avg0,0.00678193714494
cargo_model_avg3,0.00670345329694
passenger_max_model,0.00618425819445
cargo_model5,0.00617591844317
no_count3,0.005765348285
etc_max_count,0.00557004736641
cargo_model3,0.00505803347035
cargo_model0,0.00503542345692
hour,0.0050237239412
cargo_max_model,0.00497414494174
cargo_max_count,0.00482929148136
no_count4,0.00468593582855
cargo_model_avg1,0.00450906290067
cargo_count1,0.00444812161262
cargo_model2,0.00439549907811
passenger_max_count,0.00419755211624
cargo_count4,0.00409182848715
cargo_count5,0.00362185064043
cargo_count0,0.00352493336093
cargo_min_model,0.00350953757645
cargo_count3,0.00348016077535
no_max_count,0.00324923427391
cargo_model_avg4,0.00307302727682
minute,0.00306754697064
week,0.00282201685073
cargo_all_count,0.00273160845334
cargo_count2,0.00225973256569
no_all_count,0.0021001502615
cargo_min_count,0.00165119360176
weekend,0.00038993295498
no_min_count,0.000379645236712
