,importance
vehicle_model1,0.0241429057499
etc_count4,0.0190189546307
etc_all_count,0.0187603680235
etc_count1,0.018458182277
vehicle_all_model,0.0181570177211
volume0,0.0168917468171
etc_max_count,0.0162883402739
etc_count5,0.0162170025336
passenger_all_count,0.0160584902879
passenger_model3,0.0160503329316
cargo_model_avg1,0.015310379535
passenger_min_count,0.0149713597969
passenger_min_model,0.0149432499731
vehicle_model_avg2,0.0149312023552
cargo_model_avg2,0.0147713156756
vehicle_all_model_avg,0.0146887178872
vehicle_model_avg4,0.0145874519038
vehicle_model3,0.0141224493172
etc_count3,0.0139222334509
vehicle_model0,0.0137414251807
passenger_all_model,0.0137189866158
vehicle_model_avg1,0.0137040053782
vehicle_model_avg0,0.013609670525
passenger_model_avg5,0.0135669407959
etc_min_count,0.0133858368718
cargo_all_model,0.0133610894978
etc_count2,0.0132382123563
volume_min,0.0132143704398
cargo_model_avg5,0.0131951723939
cargo_model_avg0,0.013104699419
volume2,0.0129916184451
cargo_all_model_avg,0.0129520802986
vehicle_model5,0.0129380129981
passenger_all_model_avg,0.0129348423236
passenger_model2,0.0129200339095
cargo_model0,0.0129143216803
cargo_model2,0.0128717380336
cargo_model_avg3,0.012821401748
vehicle_model_avg5,0.0126081055452
vehicle_min_model,0.0124222642518
passenger_count2,0.0122498360051
vehicle_model2,0.0120389018365
vehicle_model_avg3,0.0120051823385
day,0.0119897722816
vehicle_model4,0.0119782357249
passenger_model1,0.0119593441132
passenger_model_avg0,0.0116640601413
vehicle_max_model,0.0112420600955
passenger_model_avg4,0.0111151716158
passenger_model_avg3,0.0110620027596
cargo_model3,0.0108058416682
cargo_model5,0.0107607134917
hour,0.0106724755034
passenger_model0,0.0105839961619
passenger_count5,0.0105282593314
passenger_model_avg2,0.0102970246159
volume_all,0.0101715087233
passenger_model5,0.0100254075438
passenger_model_avg1,0.00999791269977
passenger_count3,0.00990837255293
cargo_max_model,0.00990121796068
cargo_model_avg4,0.0097296986871
cargo_model1,0.00958406014226
etc_count0,0.00950039458623
passenger_model4,0.00939592737972
volume1,0.00932783087873
passenger_count0,0.00912900574787
cargo_model4,0.0090367219058
passenger_count1,0.00850855982296
volume3,0.008440362222
cargo_min_model,0.00840827587634
cargo_count4,0.0070370065375
cargo_all_count,0.00700846566952
volume_max,0.0067117340767
passenger_count4,0.00663053122624
passenger_max_model,0.00644372854266
volume5,0.00594827542528
cargo_count3,0.00577008036422
cargo_count0,0.00574586875039
passenger_max_count,0.0057102209129
volume4,0.00500082786143
cargo_count2,0.00496809506694
cargo_max_count,0.00490031582029
cargo_count1,0.00477502608706
week,0.00403100503229
cargo_count5,0.0031981334391
minute,0.00310942856349
cargo_min_count,0.00241015354831
weekend,7.64388123388e-05
no_count3,0.0
no_count2,0.0
no_count1,0.0
no_count0,0.0
no_count5,0.0
no_all_count,0.0
no_max_count,0.0
no_min_count,0.0
no_count4,0.0
