,etc_count0,etc_count1,etc_count2,etc_count3,etc_count4,etc_count5,etc_model0,etc_model1,etc_model2,etc_model3,etc_model4,etc_model5,model02_count0,model02_count1,model02_count2,model02_count3,model02_count4,model02_count5,model02_model0,model02_model1,model02_model2,model02_model3,model02_model4,model02_model5,model35_count0,model35_count1,model35_count2,model35_count3,model35_count4,model35_count5,model35_model0,model35_model1,model35_model2,model35_model3,model35_model4,model35_model5,model67_count0,model67_count1,model67_count2,model67_count3,model67_count4,model67_count5,model67_model0,model67_model1,model67_model2,model67_model3,model67_model4,model67_model5,no_etc_count0,no_etc_count1,no_etc_count2,no_etc_count3,no_etc_count4,no_etc_count5,no_etc_model0,no_etc_model1,no_etc_model2,no_etc_model3,no_etc_model4,no_etc_model5,vehicle_model0,vehicle_model1,vehicle_model2,vehicle_model3,vehicle_model4,vehicle_model5,volume0,volume1,volume2,volume3,volume4,volume5,y,vehicle_all_model,etc_all_model,etc_all_count,etc_avg_model,model02_all_count,model35_all_count,model67_all_count,model02_all_model,model35_all_model,model67_all_model,model02_avg_model,model35_avg_model,model67_avg_model,volume_all,vehicle_avg_model,day,hour,minute,week,weekend
0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,10.0,4.0,8.0,9.0,5.0,3.0,11.0,6.0,9.0,9.0,6.0,4.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,3.0,5.0,8.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,9.0,10.0,8.0,6.0,14.0,9.0,14.0,16.0,25.0,23.0,14.0,9.0,14.0,17.0,26.0,25.0,11.0,5.0,9.0,11.0,9.0,8.0,8.0,105.0,4.0,4.0,1.0,39.0,14.0,0.0,45.0,42.0,0.0,1.15384615385,3.0,0.0,53.0,1.98113207547,18,2,0,1,0
1,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,8.0,9.0,5.0,3.0,5.0,6.0,9.0,9.0,6.0,4.0,6.0,1.0,1.0,2.0,4.0,5.0,3.0,3.0,5.0,8.0,20.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,10.0,8.0,6.0,8.0,9.0,14.0,16.0,25.0,23.0,21.0,9.0,14.0,17.0,26.0,25.0,21.0,5.0,9.0,11.0,9.0,8.0,8.0,4.0,112.0,4.0,4.0,1.0,34.0,16.0,0.0,40.0,62.0,0.0,1.17647058824,3.875,0.0,50.0,2.24,18,2,20,1,0
2,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,8.0,9.0,5.0,3.0,5.0,2.0,9.0,9.0,6.0,4.0,6.0,4.0,1.0,2.0,4.0,5.0,3.0,2.0,5.0,8.0,20.0,21.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,8.0,6.0,8.0,4.0,14.0,16.0,25.0,23.0,21.0,10.0,14.0,17.0,26.0,25.0,21.0,10.0,9.0,11.0,9.0,8.0,8.0,4.0,6.0,113.0,4.0,4.0,1.0,32.0,17.0,0.0,38.0,77.0,0.0,1.1875,4.52941176471,0.0,49.0,2.30612244898,18,2,40,1,0
3,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,9.0,5.0,3.0,5.0,2.0,4.0,9.0,6.0,4.0,6.0,4.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,8.0,20.0,21.0,15.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,6.0,8.0,4.0,5.0,16.0,25.0,23.0,21.0,10.0,9.0,17.0,26.0,25.0,21.0,10.0,10.0,11.0,9.0,8.0,8.0,4.0,6.0,8.0,109.0,5.0,5.0,1.0,28.0,18.0,0.0,33.0,90.0,0.0,1.17857142857,5.0,0.0,46.0,2.36956521739,18,3,0,1,0
4,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,5.0,3.0,5.0,2.0,4.0,8.0,6.0,4.0,6.0,4.0,4.0,10.0,4.0,5.0,3.0,2.0,2.0,0.0,20.0,21.0,15.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,8.0,4.0,5.0,6.0,25.0,23.0,21.0,10.0,9.0,8.0,26.0,25.0,21.0,10.0,10.0,10.0,9.0,8.0,8.0,4.0,6.0,8.0,8.0,102.0,6.0,6.0,1.0,27.0,16.0,0.0,34.0,89.0,0.0,1.25925925926,5.5625,0.0,43.0,2.37209302326,18,3,20,1,0
5,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,5.0,2.0,4.0,8.0,3.0,4.0,6.0,4.0,4.0,10.0,3.0,5.0,3.0,2.0,2.0,0.0,5.0,21.0,15.0,6.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,4.0,5.0,6.0,8.0,23.0,21.0,10.0,9.0,8.0,22.0,25.0,21.0,10.0,10.0,10.0,22.0,8.0,8.0,4.0,6.0,8.0,8.0,7.0,98.0,5.0,5.0,1.0,25.0,17.0,0.0,31.0,63.0,0.0,1.24,3.70588235294,0.0,42.0,2.33333333333,18,3,40,1,0
6,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,5.0,2.0,4.0,8.0,3.0,5.0,6.0,4.0,4.0,10.0,3.0,6.0,3.0,2.0,2.0,0.0,5.0,2.0,15.0,6.0,6.0,0.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,6.0,8.0,6.0,21.0,10.0,9.0,8.0,22.0,15.0,21.0,10.0,10.0,10.0,22.0,16.0,8.0,4.0,6.0,8.0,8.0,7.0,8.0,89.0,4.0,4.0,1.0,27.0,14.0,0.0,33.0,52.0,0.0,1.22222222222,3.71428571429,0.0,41.0,2.17073170732,18,4,0,1,0
7,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,4.0,8.0,3.0,5.0,4.0,4.0,4.0,10.0,3.0,6.0,4.0,2.0,2.0,0.0,5.0,2.0,4.0,6.0,6.0,0.0,19.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,8.0,6.0,7.0,10.0,9.0,8.0,22.0,15.0,23.0,10.0,10.0,10.0,22.0,16.0,24.0,4.0,6.0,8.0,8.0,7.0,8.0,13.0,92.0,5.0,5.0,1.0,26.0,15.0,0.0,31.0,47.0,0.0,1.19230769231,3.13333333333,0.0,41.0,2.24390243902,18,4,20,1,0
8,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,8.0,3.0,5.0,4.0,10.0,4.0,10.0,3.0,6.0,4.0,13.0,2.0,0.0,5.0,2.0,4.0,3.0,6.0,0.0,19.0,10.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,6.0,7.0,13.0,9.0,8.0,22.0,15.0,23.0,24.0,10.0,10.0,22.0,16.0,24.0,24.0,6.0,8.0,8.0,7.0,8.0,13.0,5.0,106.0,5.0,5.0,1.0,34.0,16.0,0.0,40.0,55.0,0.0,1.17647058824,3.4375,0.0,50.0,2.12,18,4,40,1,0
9,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,3.0,5.0,4.0,10.0,4.0,10.0,3.0,6.0,4.0,13.0,5.0,0.0,5.0,2.0,4.0,3.0,1.0,0.0,19.0,10.0,20.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,6.0,7.0,13.0,4.0,8.0,22.0,15.0,23.0,24.0,9.0,10.0,22.0,16.0,24.0,24.0,10.0,8.0,8.0,7.0,8.0,13.0,5.0,7.0,106.0,5.0,5.0,1.0,34.0,15.0,0.0,41.0,79.0,0.0,1.20588235294,5.26666666667,0.0,49.0,2.16326530612,18,5,0,1,0
